"Country","Commodity","Item","Unit","Year","Amount","Anomaly","kg_food_per_person","Amount_Category","new_numerical"
"Mali","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2010,4.825325694,0.62,257.020104098894,"High",1.24
"Mali","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2010,109.2535359,0.62,257.020104098894,"High",1.24
"Mali","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2010,7.108232657,0.62,257.020104098894,"High",1.24
"Mali","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2010,5805.038221,0.62,257.020104098894,"High",1.24
"Mali","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2010,264.1283368,0.62,257.020104098894,"High",1.24
"Mali","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2010,5938.758092,0.62,257.020104098894,"High",1.24
"Mali","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2010,3970.953,0.62,257.020104098894,"High",1.24
"Mali","Other","Food Supply","Grain Equiv. 1000 MT / yr",2010,791.8709634,0.62,257.020104098894,"High",1.24
"Mali","Other","Food Supply","Grain Equiv. kg/cap/yr",2010,349.0407023,0.62,257.020104098894,"High",1.24
"Mali","Total Grains/Cereals","Area Harvested","1000 Ha",2011,5799.794,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals","Yield","MT / Ha",2011,0.900101279,0.6,246.493876262626,"Medium-High",1.2
"Mali","Total Grains/Cereals","Production Quantity","1000 MT",2011,5220.402,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals","Import Quantity","1000 MT",2011,297.482,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals","Import Value","Million US$",2011,99.162,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals","Import Unit Value","US$ / MT",2011,333.3378154,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals","Export Quantity","1000 MT",2011,356,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals","Stock Variation","1000 MT",2011,75,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals","Feed + Seed","1000 MT",2011,336,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2011,1000.069,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals","Food Availability","1000 MT",2011,3904.463,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2011,246.4938763,0.6,246.493876262626,"High",1.2
"Mali","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2011,38.49626098,0.6,246.493876262626,"High",1.2
"Mali","Food Aid","Total","Grain Equiv. 1000 MT",2011,42.39099403,0.6,246.493876262626,"High",1.2
"Mali","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2011,3.894733054,0.6,246.493876262626,"High",1.2
"Mali","Population","Total Population - Both Sexes","Million",2011,15.84,0.6,246.493876262626,"High",1.2
"Mali","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2011,0.306389339,0.6,246.493876262626,"Medium-Low",1.2
"Mali","Root Crops (R&T)","Area Harvested","1000 Ha",2011,23.2,0.6,246.493876262626,"High",1.2
"Mali","Root Crops (R&T)","Yield","MT / Ha",2011,6.661326828,0.6,246.493876262626,"High",1.2
"Mali","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2011,154.5427824,0.6,246.493876262626,"High",1.2
"Mali","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2011,5.63787022,0.6,246.493876262626,"High",1.2
"Mali","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2011,0.482869598,0.6,246.493876262626,"Medium-Low",1.2
"Mali","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2011,0,0.6,246.493876262626,"Low",1.2
"Mali","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2011,18.38336032,0.6,246.493876262626,"High",1.2
"Mali","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2011,4.825325694,0.6,246.493876262626,"High",1.2
"Mali","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2011,136.489097,0.6,246.493876262626,"High",1.2
"Mali","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2011,8.616735923,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2011,5374.944782,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2011,255.1106122,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2011,5678.064653,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2011,5822.994,0.6,246.493876262626,"High",1.2
"Mali","Other","Food Supply","Grain Equiv. 1000 MT / yr",2011,816.0856253,0.6,246.493876262626,"High",1.2
"Mali","Other","Food Supply","Grain Equiv. kg/cap/yr",2011,340.0229777,0.6,246.493876262626,"High",1.2
"Mali","Total Grains/Cereals","Area Harvested","1000 Ha",2012,4002.812,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals","Yield","MT / Ha",2012,1.520343948,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals","Production Quantity","1000 MT",2012,6085.651,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals","Import Quantity","1000 MT",2012,211.182,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals","Export Quantity","1000 MT",2012,362,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals","Stock Variation","1000 MT",2012,-35,0.76,279.474232489736,"Low",1.52
"Mali","Total Grains/Cereals","Feed + Seed","1000 MT",2012,299.706,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2012,1039.338,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals","Food Availability","1000 MT",2012,4560.74,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2012,279.4742325,0.76,279.474232489736,"High",1.52
"Mali","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2012,93.07744181,0.76,279.474232489736,"High",1.52
"Mali","Food Aid","Total","Grain Equiv. 1000 MT",2012,116.2503639,0.76,279.474232489736,"High",1.52
"Mali","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2012,23.17292212,0.76,279.474232489736,"High",1.52
"Mali","Population","Total Population - Both Sexes","Million",2012,16.319,0.76,279.474232489736,"High",1.52
"Mali","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2012,0.306389339,0.76,279.474232489736,"Medium-Low",1.52
"Mali","Root Crops (R&T)","Area Harvested","1000 Ha",2012,23.5,0.76,279.474232489736,"High",1.52
"Mali","Root Crops (R&T)","Yield","MT / Ha",2012,6.621921068,0.76,279.474232489736,"High",1.52
"Mali","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2012,155.6151451,0.76,279.474232489736,"High",1.52
"Mali","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2012,5.63787022,0.76,279.474232489736,"High",1.52
"Mali","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2012,0.482869598,0.76,279.474232489736,"Medium-Low",1.52
"Mali","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2012,0,0.76,279.474232489736,"Low",1.52
"Mali","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2012,18.38336032,0.76,279.474232489736,"High",1.52
"Mali","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2012,4.825325694,0.76,279.474232489736,"High",1.52
"Mali","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2012,137.5614597,0.76,279.474232489736,"High",1.52
"Mali","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2012,8.429527527,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2012,6241.266145,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2012,287.90376,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2012,6458.086015,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2012,4026.312,0.76,279.474232489736,"High",1.52
"Mali","Other","Food Supply","Grain Equiv. 1000 MT / yr",2012,840.7639721,0.76,279.474232489736,"High",1.52
"Mali","Other","Food Supply","Grain Equiv. kg/cap/yr",2012,372.8161256,0.76,279.474232489736,"High",1.52
"Mali","Total Grains/Cereals","Production Quantity","1000 MT",2013,4840.75,0.77,252.648976677773,"High",1.54
"Mali","Total Grains/Cereals","Import Quantity","1000 MT",2013,271.182,0.77,252.648976677773,"High",1.54
"Mali","Total Grains/Cereals","Export Quantity","1000 MT",2013,142,0.77,252.648976677773,"High",1.54
"Mali","Total Grains/Cereals","Stock Variation","1000 MT",2013,555,0.77,252.648976677773,"High",1.54
"Mali","Total Grains/Cereals","Feed + Seed","1000 MT",2013,291,0.77,252.648976677773,"High",1.54
"Mali","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2013,974.358,0.77,252.648976677773,"High",1.54
"Mali","Total Grains/Cereals","Food Availability","1000 MT",2013,4246.524,0.77,252.648976677773,"High",1.54
"Mali","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2013,252.6489767,0.77,252.648976677773,"High",1.54
"Mali","Population","Total Population - Both Sexes","Million",2013,16.808,0.77,252.648976677773,"High",1.54
"Mali","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2013,0.306389339,0.77,252.648976677773,"Medium-Low",1.54
"Mali","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2013,0,0.77,252.648976677773,"Low",1.54
"Mali","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2013,8.429527527,0.77,252.648976677773,"High",1.54
"Mali","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2013,4840.75,0.77,252.648976677773,"High",1.54
"Mali","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2013,261.0785042,0.77,252.648976677773,"High",1.54
"Mali","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2013,5111.932,0.77,252.648976677773,"High",1.54
"Mali","Other","Food Supply","Grain Equiv. 1000 MT / yr",2013,865.9575246,0.77,252.648976677773,"High",1.54
"Mali","Other","Food Supply","Grain Equiv. kg/cap/yr",2013,345.9908697,0.77,252.648976677773,"High",1.54
"Mauritania","Total Grains/Cereals","Area Harvested","1000 Ha",2003,211.908,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals","Yield","MT / Ha",2003,0.691762463,0.66,147.356349757113,"Medium-High",1.32
"Mauritania","Total Grains/Cereals","Production Quantity","1000 MT",2003,146.59,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals","Import Quantity","1000 MT",2003,454.667,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals","Import Value","Million US$",2003,53.51,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals","Import Unit Value","US$ / MT",2003,117.6905296,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals","Export Quantity","1000 MT",2003,51,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals","Stock Variation","1000 MT",2003,36,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals","Feed + Seed","1000 MT",2003,52,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2003,42.009,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals","Food Availability","1000 MT",2003,424.681,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2003,147.3563498,0.66,147.356349757113,"High",1.32
"Mauritania","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2003,84.12622312,0.66,147.356349757113,"High",1.32
"Mauritania","Food Aid","Total","Grain Equiv. 1000 MT",2003,97.9447698,0.66,147.356349757113,"High",1.32
"Mauritania","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2003,13.81854669,0.66,147.356349757113,"High",1.32
"Mauritania","Population","Total Population - Both Sexes","Million",2003,2.882,0.66,147.356349757113,"High",1.32
"Mauritania","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2003,0.24004236,0.66,147.356349757113,"Medium-Low",1.32
"Mauritania","Root Crops (R&T)","Area Harvested","1000 Ha",2003,3.045,0.66,147.356349757113,"High",1.32
"Mauritania","Root Crops (R&T)","Yield","MT / Ha",2003,0.571135271,0.66,147.356349757113,"Medium-High",1.32
"Mauritania","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2003,1.739106901,0.66,147.356349757113,"High",1.32
"Mauritania","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2003,4.745877508,0.66,147.356349757113,"High",1.32
"Mauritania","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2003,0,0.66,147.356349757113,"Low",1.32
"Mauritania","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2003,0,0.66,147.356349757113,"Low",1.32
"Mauritania","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2003,0.0822,0.66,147.356349757113,"Medium-Low",1.32
"Mauritania","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2003,0.647874331,0.66,147.356349757113,"Medium-High",1.32
"Mauritania","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2003,5.755015591,0.66,147.356349757113,"High",1.32
"Mauritania","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2003,1.996882578,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2003,148.3291069,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2003,149.3532323,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2003,607.7419844,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2003,214.953,0.66,147.356349757113,"High",1.32
"Mauritania","Other","Food Supply","Grain Equiv. 1000 MT / yr",2003,240.5062149,0.66,147.356349757113,"High",1.32
"Mauritania","Other","Food Supply","Grain Equiv. kg/cap/yr",2003,306.0964739,0.66,147.356349757113,"High",1.32
"Mauritania","Total Grains/Cereals","Area Harvested","1000 Ha",2004,181.001,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals","Yield","MT / Ha",2004,0.444693676,0.52,141.843844856661,"Medium-Low",1.04
"Mauritania","Total Grains/Cereals","Production Quantity","1000 MT",2004,80.49,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals","Import Quantity","1000 MT",2004,506.867,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals","Import Value","Million US$",2004,61.001,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals","Import Unit Value","US$ / MT",2004,120.3491251,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals","Export Quantity","1000 MT",2004,76,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals","Stock Variation","1000 MT",2004,1,0.52,141.843844856661,"Medium-High",1.04
"Mauritania","Total Grains/Cereals","Feed + Seed","1000 MT",2004,51,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2004,48.523,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals","Food Availability","1000 MT",2004,420.567,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2004,141.8438449,0.52,141.843844856661,"High",1.04
"Mauritania","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2004,44.95829389,0.52,141.843844856661,"High",1.04
"Mauritania","Food Aid","Total","Grain Equiv. 1000 MT",2004,50.11160786,0.52,141.843844856661,"High",1.04
"Mauritania","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2004,5.15331397,0.52,141.843844856661,"High",1.04
"Mauritania","Population","Total Population - Both Sexes","Million",2004,2.965,0.52,141.843844856661,"High",1.04
"Mauritania","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2004,0.256596963,0.52,141.843844856661,"Medium-Low",1.04
"Mauritania","Root Crops (R&T)","Area Harvested","1000 Ha",2004,3.1,0.52,141.843844856661,"High",1.04
"Mauritania","Root Crops (R&T)","Yield","MT / Ha",2004,0.636112148,0.52,141.843844856661,"Medium-High",1.04
"Mauritania","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2004,1.97194766,0.52,141.843844856661,"High",1.04
"Mauritania","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2004,5.653344287,0.52,141.843844856661,"High",1.04
"Mauritania","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2004,0,0.52,141.843844856661,"Low",1.04
"Mauritania","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2004,0,0.52,141.843844856661,"Low",1.04
"Mauritania","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2004,0.088269355,0.52,141.843844856661,"Medium-Low",1.04
"Mauritania","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2004,0.762349577,0.52,141.843844856661,"Medium-High",1.04
"Mauritania","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2004,6.774416418,0.52,141.843844856661,"High",1.04
"Mauritania","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2004,2.284794745,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2004,82.46194766,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2004,144.1286396,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2004,594.9822919,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2004,184.101,0.52,141.843844856661,"High",1.04
"Mauritania","Other","Food Supply","Grain Equiv. 1000 MT / yr",2004,247.9968294,0.52,141.843844856661,"High",1.04
"Mauritania","Other","Food Supply","Grain Equiv. kg/cap/yr",2004,304.7389319,0.52,141.843844856661,"High",1.04
"Mauritania","Total Grains/Cereals","Area Harvested","1000 Ha",2005,203.547,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals","Yield","MT / Ha",2005,0.800886282,0.73,174.552674762061,"Medium-High",1.46
"Mauritania","Total Grains/Cereals","Production Quantity","1000 MT",2005,163.018,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals","Import Quantity","1000 MT",2005,441.4,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals","Import Value","Million US$",2005,51.581,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals","Import Unit Value","US$ / MT",2005,116.8577254,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals","Export Quantity","1000 MT",2005,31,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals","Stock Variation","1000 MT",2005,46.36,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals","Feed + Seed","1000 MT",2005,51,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2005,36.516,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals","Food Availability","1000 MT",2005,531.862,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2005,174.5526748,0.73,174.552674762061,"High",1.46
"Mauritania","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2005,95.13477602,0.73,174.552674762061,"High",1.46
"Mauritania","Food Aid","Total","Grain Equiv. 1000 MT",2005,99.77881847,0.73,174.552674762061,"High",1.46
"Mauritania","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2005,4.644042449,0.73,174.552674762061,"High",1.46
"Mauritania","Population","Total Population - Both Sexes","Million",2005,3.047,0.73,174.552674762061,"High",1.46
"Mauritania","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2005,0.236972344,0.73,174.552674762061,"Medium-Low",1.46
"Mauritania","Root Crops (R&T)","Area Harvested","1000 Ha",2005,3.192,0.73,174.552674762061,"High",1.46
"Mauritania","Root Crops (R&T)","Yield","MT / Ha",2005,0.585006913,0.73,174.552674762061,"Medium-High",1.46
"Mauritania","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2005,1.867342067,0.73,174.552674762061,"High",1.46
"Mauritania","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2005,6.900634643,0.73,174.552674762061,"High",1.46
"Mauritania","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2005,0,0.73,174.552674762061,"Low",1.46
"Mauritania","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2005,0,0.73,174.552674762061,"Low",1.46
"Mauritania","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2005,0.0836,0.73,174.552674762061,"Medium-Low",1.46
"Mauritania","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2005,0.859024745,0.73,174.552674762061,"Medium-High",1.46
"Mauritania","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2005,7.825300728,0.73,174.552674762061,"High",1.46
"Mauritania","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2005,2.568198467,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2005,164.8853421,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2005,177.1208732,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2005,613.1859767,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2005,206.739,0.73,174.552674762061,"High",1.46
"Mauritania","Other","Food Supply","Grain Equiv. 1000 MT / yr",2005,255.523682,0.73,174.552674762061,"High",1.46
"Mauritania","Other","Food Supply","Grain Equiv. kg/cap/yr",2005,336.7536194,0.73,174.552674762061,"High",1.46
"Mauritania","Total Grains/Cereals","Area Harvested","1000 Ha",2006,253.775,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals","Yield","MT / Ha",2006,0.46340262,0.69,129.721405750799,"Medium-Low",1.38
"Mauritania","Total Grains/Cereals","Production Quantity","1000 MT",2006,117.6,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals","Import Quantity","1000 MT",2006,418.98,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals","Import Value","Million US$",2006,70.781,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals","Import Unit Value","US$ / MT",2006,168.9364647,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals","Export Quantity","1000 MT",2006,5,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals","Stock Variation","1000 MT",2006,-38.59,0.69,129.721405750799,"Low",1.38
"Mauritania","Total Grains/Cereals","Feed + Seed","1000 MT",2006,51,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2006,25.962,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals","Food Availability","1000 MT",2006,406.028,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2006,129.7214058,0.69,129.721405750799,"High",1.38
"Mauritania","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2006,41.23129835,0.69,129.721405750799,"High",1.38
"Mauritania","Food Aid","Total","Grain Equiv. 1000 MT",2006,46.39363127,0.69,129.721405750799,"High",1.38
"Mauritania","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2006,5.162332919,0.69,129.721405750799,"High",1.38
"Mauritania","Population","Total Population - Both Sexes","Million",2006,3.13,0.69,129.721405750799,"High",1.38
"Mauritania","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2006,0.232812709,0.69,129.721405750799,"Medium-Low",1.38
"Mauritania","Root Crops (R&T)","Area Harvested","1000 Ha",2006,3.091,0.69,129.721405750799,"High",1.38
"Mauritania","Root Crops (R&T)","Yield","MT / Ha",2006,0.563691463,0.69,129.721405750799,"Medium-High",1.38
"Mauritania","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2006,1.742370311,0.69,129.721405750799,"High",1.38
"Mauritania","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2006,4.821085569,0.69,129.721405750799,"High",1.38
"Mauritania","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2006,0,0.69,129.721405750799,"Low",1.38
"Mauritania","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2006,0,0.69,129.721405750799,"Low",1.38
"Mauritania","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2006,0.0831,0.69,129.721405750799,"Medium-Low",1.38
"Mauritania","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2006,0.623938059,0.69,129.721405750799,"Medium-High",1.38
"Mauritania","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2006,5.856170872,0.69,129.721405750799,"High",1.38
"Mauritania","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2006,1.870981109,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2006,119.3423703,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2006,131.5923869,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2006,543.1434559,0.69,129.721405750799,"High",1.38
"Mauritania","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2006,256.866,0.69,129.721405750799,"High",1.38
